Anno,Codice Regione,Codice Azienda,Codice struttura,Tipo assistenza erogata,Descrizione tipo assistenza erogata,Denominazione struttura,Partita IVA,Indirizzo,Codice Comune,CAP,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax,Tipo struttura,Tipo struttura di ricovero,Codice struttura di ricovero,Denominazione struttura di ricovero,Mesi di funzionamento,Tipo rapporto con il S.S.N.,Titolare della convenzione,Presenza Apparecchiature,Anno apertura,Mese apertura,Anno chiusura,Mese chiusura,Giorni settimanali di apertura,Ore settimanali di apertura,Data aggiornamento
2018,190,208,802500,S07,ASSISTENZA AIDS,SERT - LENTINI,01661590891,VIA OSPEDALE C/O P.O. LENTINI,089011,96016,distrettole.sert@asp.sr.it,,095,909570,095,909569,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,0,0,20180102
2018,190,208,802600,S06,ASSISTENZA PER TOSSICODIPENDENTI,SERT - NOTO,01661590891,VIA DEI MILLE C/O OSPEDALE TRIGONA NOTO,089013,96017,distrettono.sert@asp.sr.it,,0931,890379,0931,890405,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,0,0,20180130
2018,190,208,802600,S07,ASSISTENZA AIDS,SERT - NOTO,01661590891,VIA DEI MILLE C/O OSPEDALE TRIGONA NOTO,089013,96017,distrettono.sert@asp.sr.it,,0931,890379,0931,890405,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,0,0,20180130
2018,190,208,802700,S06,ASSISTENZA PER TOSSICODIPENDENTI,SERT - SIRACUSA,01661590891,"VIALE TICA, 39",089017,96100,dipendenze.asp.sr@virgilio.it,,0931,484885,0931,484224,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,0,0,20180102
2018,190,208,802700,S07,ASSISTENZA AIDS,SERT - SIRACUSA,01661590891,"VIALE TICA, 39",089017,96100,dipendenze.asp.sr@virgilio.it,,0931,484885,0931,484224,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,0,0,20180102
2018,190,208,802800,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - AUGUSTA,01661590891,"VIA SANT'ELENA, 1/3",089001,96011,,,0931,989422,0931,989422,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,6,36,20180102
2018,190,208,802900,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - LENTINI,01661590891,VIA OSPEDALE 1,089011,96016,csm.lentini@asp.sr.it,,095,909702,095,909702,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,6,66,20180102
2018,190,208,803000,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM -MELILLI,01661590891,VIA MARTIRI DI VIA FANI,089012,96010,,,0931,989445,0931,989435,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,1,6,20180102
2018,190,208,803100,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - CARLENTINI,01661590891,VIA DELLO STADIO,089006,96013,,,095,909984,095,909989,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,1,6,20180102
2018,190,208,803200,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - FRANCOFONTE,01661590891,CONTRADA COCO,089010,96015,,,095,909842,095,909837,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,1,6,20180102
2018,190,208,803300,S05,ASSISTENZA PSICHIATRICA,DSM2 - CENTRO DIURNO - LENTINI,01127360897,VIA OSPEDALE,089011,96016,cd.lentini@asp.sr.it,,095,909702,095,909702,STRUTTURA SEMIRESIDENZIALE,,,,12,1,,N,2002,11,,,6,66,20180102
2018,190,208,803400,S05,ASSISTENZA PSICHIATRICA,2^ CTA RESIDENZIALE,01661590891,CONTRADA PIZZUTA - EX ONP,089017,96100,,,0931,484015,0931,484016,STRUTTURA RESIDENZIALE,,,,12,1,,N,2002,02,,,7,168,20180102
2018,190,208,803500,S05,ASSISTENZA PSICHIATRICA,CTA - VILLA ZAGARA-SALUSTRA,01857690810,C.DA S. PAOLO - BUCACHEMI,089013,96017,,,0931,573290,0931,573290,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2004,01,,,7,168,20180102
2018,190,208,803600,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - FLORIDIA,01661590891,"VIA DE AMICIS, 2",089009,96014,sma1siracusa@pec.asp.sr.it,,0931,949866,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2003,01,,,2,12,20180102
2018,190,208,803700,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - SORTINO,01661590891,"VIA GIORGIO LA PIRA,1 (PRESSO POLIAMB)",089019,96010,sma1siracusa@pec.asp.sr.it,,0931,954747,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2003,01,,,1,6,20180102
2018,190,208,803800,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO C.S.M. PRIOLO,01661590891,"VIA DELL'ANGELO CUSTODE, 57",089021,96010,sma1siracusa@pec.asp.sr.it,,0931,707345,0931,707345,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2014,10,,,1,6,20180102
2018,190,208,803900,S05,ASSISTENZA PSICHIATRICA,C.S.M. AMBULATORIO PALAZZOLO A + ZONA MONTANA,01661590891,VIA NAZIONALE 112 (C/O CONS. F,089015,96010,sma1siracusa@pec.asp.sr.it,,0931,989573,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2000,01,,,4,24,20180102
2018,190,208,804000,S05,ASSISTENZA PSICHIATRICA,AMBULATORIO CSM - CANICATTINI,01661590891,VIA UMBERTO C/O GUARDIA MEDICA,089005,96010,sma1siracusa@pec.asp.sr.it,,0931,947500,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,N,2003,01,,,1,6,20180102
2018,190,208,804100,S05,ASSISTENZA PSICHIATRICA,CTA -VILLA MAURITIUS,00984310896,VIA PALAZZOLO 1,089017,96100,sma1siracusa@pec.asp.sr.it,,0931,758071,0931,491593,STRUTTURA RESIDENZIALE,,,,12,2,3,N,2002,11,,,7,168,20180102
2018,190,208,804200,S01,ATTIVITA' CLINICA,CONSULTORIO FAMILIARE MELILLI,01661590891,VIA MARTIRI DI VIA FANI,089012,96100,,,0931,989436,0931,989434,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,2004,03,,,1,6,20180102
2018,190,208,804200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CONSULTORIO FAMILIARE MELILLI,01661590891,VIA MARTIRI DI VIA FANI,089012,96100,,,0931,989436,0931,989434,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,2004,03,,,1,6,20180102
2018,190,208,804200,S04,ATTIVITA' DI CONSULTORIO MATERNO-INFANTILE,CONSULTORIO FAMILIARE MELILLI,01661590891,VIA MARTIRI DI VIA FANI,089012,96100,,,0931,989436,0931,989434,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,1,,S,2004,03,,,3,24,20180102
2018,190,208,804300,S05,ASSISTENZA PSICHIATRICA,CTA LA MAGNOLIA SALUSTRA,01857690810,C.DA SPALLA,089012,96010,salustra@pianetasalustra.it,,0931,761447,0931,741447,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2004,08,,,7,168,20180125
2018,190,208,804500,S05,ASSISTENZA PSICHIATRICA,CTA VILLA VANESSA,01511250894,VIA S. LUCIA 52,089002,96012,villavanessa.srl@gmail.com,,0931,831594,0931,831594,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2008,02,,,7,168,20180102
2018,190,208,804600,S06,ASSISTENZA PER TOSSICODIPENDENTI,ASSOCIAZIONE 'CITTA' RINASCITA',93020990896,"VIA DI VILLA ORTISI, 60",089017,96100,cittarinascita@tin.it,www.cittarinascita.it,0931,750100,0931,493997,STRUTTURA RESIDENZIALE,,,,12,2,4,N,2009,01,,,0,0,20180102
2018,190,208,804800,S09,ASSISTENZA AGLI ANZIANI,RSA - SIRACUSA -,01661590891,VIALE EPIPOLI 74 C/O OSPEDALE RIZZA,089017,96100,,,0931,724597,0931,724598,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,804800,S10,ASSISTENZA AI DISABILI FISICI,RSA - SIRACUSA -,01661590891,VIALE EPIPOLI 74 C/O OSPEDALE RIZZA,089017,96100,,,0931,724597,0931,724598,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,804800,S11,ASSISTENZA AI DISABILI PSICHICI,RSA - SIRACUSA -,01661590891,VIALE EPIPOLI 74 C/O OSPEDALE RIZZA,089017,96100,,,0931,724597,0931,724598,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,804900,S09,ASSISTENZA AGLI ANZIANI,RSA P.O. LENTINI,01661590891,C.DA COLLE ROGGIO S.P. LENTINI-SCORDIA C/O NUOVO OSPEDALE LENTINI,089011,96011,rsa.lentini@asp.sr.it,,095,909224,095,909307,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,804900,S10,ASSISTENZA AI DISABILI FISICI,RSA P.O. LENTINI,01661590891,C.DA COLLE ROGGIO S.P. LENTINI-SCORDIA C/O NUOVO OSPEDALE LENTINI,089011,96011,rsa.lentini@asp.sr.it,,095,909224,095,909307,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,804900,S11,ASSISTENZA AI DISABILI PSICHICI,RSA P.O. LENTINI,01661590891,C.DA COLLE ROGGIO S.P. LENTINI-SCORDIA C/O NUOVO OSPEDALE LENTINI,089011,96011,rsa.lentini@asp.sr.it,,095,909224,095,909307,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,805000,S11,ASSISTENZA AI DISABILI PSICHICI,S.U.A.P. (Speciale Unità di Accoglienza Permanente),01661590891,NUOVO OSPEDALE LENTINI C/DA ROGGIO S.S. 194,089011,96016,suap.lentini@asp.sr.it,,095,909224,095,909307,STRUTTURA RESIDENZIALE,,,,12,1,,N,2012,01,,,0,0,20180102
2018,190,208,805100,S05,ASSISTENZA PSICHIATRICA,CENTRO DIURNO PACHINO,01661590891,C.DA COZZE,089014,96018,,,0931,801391,,,STRUTTURA SEMIRESIDENZIALE,,,,12,1,,N,2012,09,,,5,36,20180102
2018,190,208,805200,S12,ASSISTENZA AI MALATI TERMINALI,U.O.S. HOSPICE,01661590891,VIALE EPIPOLI 74,089017,96100,,,0931,724575,0931,724576,STRUTTURA RESIDENZIALE,01,190348,P.O. A. Rizza,12,1,,N,2013,01,,,0,0,20180102
2018,190,208,805500,S09,ASSISTENZA AGLI ANZIANI,RSA SO.GE.SA. SRL,01408910899,"VIA E. COLOMBO, 4",089011,96016,info@rsasantantonio,www.rsasantantonio.it,095,7831042,095,7831042,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2013,11,,,0,0,20180129
2018,190,208,805500,S10,ASSISTENZA AI DISABILI FISICI,RSA SO.GE.SA. SRL,01408910899,"VIA E. COLOMBO, 4",089011,96016,info@rsasantantonio,www.rsasantantonio.it,095,7831042,095,7831042,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2013,11,,,0,0,20180129
2018,190,208,805600,S10,ASSISTENZA AI DISABILI FISICI,RSA SCALA GRECA,00995290897,VIALE SCALA GRECA 406/A,089017,96100,rsascalagreca@antofin.it,,0931,756506,0931,756506,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2013,12,,,0,0,20180125
2018,190,208,805700,S09,ASSISTENZA AGLI ANZIANI,RSA ANNI D'ORO,00995290897,C/DA SPALLA SN,089012,96010,amm.rsaannidoro@antofin.it,,0931,761738,0931,761573,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,04,,,0,0,20180130
2018,190,208,805700,S10,ASSISTENZA AI DISABILI FISICI,RSA ANNI D'ORO,00995290897,C/DA SPALLA SN,089012,96010,amm.rsaannidoro@antofin.it,,0931,761738,0931,761573,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,04,,,0,0,20180130
2018,190,208,805700,S11,ASSISTENZA AI DISABILI PSICHICI,RSA ANNI D'ORO,00995290897,C/DA SPALLA SN,089012,96010,amm.rsaannidoro@antofin.it,,0931,761738,0931,761573,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,04,,,0,0,20180130
2018,190,208,805800,S05,ASSISTENZA PSICHIATRICA,CENTRO DIURNO ROSOLINI,01661590891,"VIA RONCHI, 2",089016,96019,,,0931,503047,,,STRUTTURA SEMIRESIDENZIALE,,,,12,1,,N,2014,03,,,5,36,20180102
2018,190,208,805900,S09,ASSISTENZA AGLI ANZIANI,RSA VILLA AGATA SOC. COOP. PAPA GIOVANNI,01265820892,C.DA VIGNARELLI- ZONA ARTIGIANALE,089009,96014,villaagatarsa@gmail.com,,0931,941750,0931,949666,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,07,,,0,0,20180102
2018,190,208,805900,S10,ASSISTENZA AI DISABILI FISICI,RSA VILLA AGATA SOC. COOP. PAPA GIOVANNI,01265820892,C.DA VIGNARELLI- ZONA ARTIGIANALE,089009,96014,villaagatarsa@gmail.com,,0931,941750,0931,949666,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,07,,,0,0,20180102
2018,190,208,805900,S11,ASSISTENZA AI DISABILI PSICHICI,RSA VILLA AGATA SOC. COOP. PAPA GIOVANNI,01265820892,C.DA VIGNARELLI- ZONA ARTIGIANALE,089009,96014,villaagatarsa@gmail.com,,0931,941750,0931,949666,STRUTTURA RESIDENZIALE,,,,12,2,2,N,2014,07,,,0,0,20180102
2018,190,209,400200,S01,ATTIVITA' CLINICA,ANALISI CLINICHE 'FLEMING',00387200819,"PIAZZETTA VESPRI, 3",081001,91011,fleming81@tiscali.it,,0924,22142,0924,22142,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1983,05,,,5,40,20180102
2018,190,209,400200,S03,ATTIVITA' DI LABORATORIO,ANALISI CLINICHE 'FLEMING',00387200819,"PIAZZETTA VESPRI, 3",081001,91011,fleming81@tiscali.it,,0924,22142,0924,22142,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1983,05,,,5,40,20180102
2018,190,209,400800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,CENTRO DI RADIOLOGIA MEDICA s.r.l.,00594030819,VIA GIORDANO,081001,91011,,,0924,27511,0924,32513,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1981,04,,,5,35,20180102
2018,190,209,400900,S01,ATTIVITA' CLINICA,C/TRO MED. FISIOT. ED ESTETICA,00266030816,"VIA PORTA PALERMO, 123",081001,91011,villasarina@libero.it,,0924,25945,,,ALTRO TIPO DI STRUTTURA TERRITORIALE,,,,12,2,2,N,1977,06,,,5,40,20180102
2018,190,209,401000,S01,ATTIVITA' CLINICA,'CHEK UP'C/TRO ANAL.CLIN E RIA di CUTINO,00607440815,"VIA V. VENETO, 266",081001,91011,,,0924,504007,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1983,02,,,5,30,20180102
2018,190,209,401000,S03,ATTIVITA' DI LABORATORIO,'CHEK UP'C/TRO ANAL.CLIN E RIA di CUTINO,00607440815,"VIA V. VENETO, 266",081001,91011,,,0924,504007,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1983,02,,,5,30,20180102
2018,190,209,401100,S01,ATTIVITA' CLINICA,C/TRO CLINICO DIAGN. OFTALMOL. DOTT.ssa MALTESE ANNA ALCAMO,02269370819,"VIA T. TASSO, 37",081001,91011,,,0924,27874,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1987,06,,,5,35,20180102
2018,190,209,401500,S01,ATTIVITA' CLINICA,DR. MURGOLO DOMENICO,01285260810,"VIA DON RIZZO, 12",081001,91011,,,0924,27455,,,AMBULATORIO E LABORATORIO,,,,12,2,1,N,1987,09,2018,12,5,20,20180102
2018,190,209,401700,S01,ATTIVITA' CLINICA,AMB. ODONTOIATRICO DR. SERAFINO GIUSEPPE,02185330814,"VIA NARICI , 22",081001,91011,cinziaserafino2@virgilio.it,,0924,21124,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1980,10,,,5,44,20180102
2018,190,209,401900,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,STUDIO RADIOL. DR. BENENATI G. s.n.c.,00615920816,"VIA CERNAIA, 25",081001,91011,,,0924,21225,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1982,03,,,5,30,20180102
2018,190,209,402000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,DIAGNOSTICA INTEGRATA DR. F.RUSSO SRL,00565450814,"VIA GAETANO MARTINO, 49/B",081001,91011,labvenza@libero.it,,0924,25529,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2012,01,,,5,45,20180102
2018,190,209,402300,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,LO RE DIAGNOSTICA PER IMMAGINI SRL,00600500813,"VIA SAN GIOVANNI BOSCO, 3",081004,91021,,,0924,912122,0924,912122,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,09,,,5,40,20180102
2018,190,209,402400,S03,ATTIVITA' DI LABORATORIO,LAB.ANAL.CLIN.E BATT.DR. ABATE SAS,01974990812,"VIA SELINUNTE, 41",081004,91021,,,0924,48441,0292,48441,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1976,11,,,5,40,20180102
2018,190,209,402600,S01,ATTIVITA' CLINICA,ANALISI CLINICHE DOTT.ssa ESPOSITO ROSALBA s.n.c.,00584540819,"CORSO GARIBALDI, 95",081005,91014,analisicliniche@virgilio.it,,0924,33166,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1981,01,,,5,32,20180102
2018,190,209,402600,S03,ATTIVITA' DI LABORATORIO,ANALISI CLINICHE DOTT.ssa ESPOSITO ROSALBA s.n.c.,00584540819,"CORSO GARIBALDI, 95",081005,91014,analisicliniche@virgilio.it,,0924,33166,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1981,01,,,5,32,20180102
2018,190,209,402800,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,DIAGN.INTEGR.DR.RUSSO C/MMARE,00637100819,"VIA ZINGARO, 3",081005,91014,diagnosticarusso@libero.it,,0924,32950,0924,32513,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2009,09,,,5,45,20180102
2018,190,209,403100,S03,ATTIVITA' DI LABORATORIO,CASA DI CURA VALLE DEL BELICE,00176690816,"VIA ROSOLINO PILO, 111",081006,91022,,,0924,45811,0924,45811,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1985,02,,,5,30,20180102
2018,190,209,403300,S01,ATTIVITA' CLINICA,C/TRO MEDICO FKT DR.CANGEMI SAS C/VETRANO,00389170812,"V.CENTONZE , 7 (COMPL. LE TERRAZZE)",081006,91022,fktcangemi@libero.it,,0924,82200,0924,908851,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1981,06,,,5,40,20180102
2018,190,209,403400,S01,ATTIVITA' CLINICA,DR. LEONE FILIPPO MEDIC FISICA E RIABILITAZIONE SRL,02218160816,"VIA FAVARA, 2",081015,91028,leonefilipposrl@tiscali.it,,0924,87134,0924,87134,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1981,04,,,5,40,20180102
2018,190,209,403500,S01,ATTIVITA' CLINICA,GINNIC CLUB VANICO DI RUSSO E C SAS,00331290817,"VIALE DEI TEMPLI, 116",081006,91022,vanico@vanico.it,www.vanico.it,0924,902866,0924,902866,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1978,10,,,5,30,20180102
2018,190,209,403600,S03,ATTIVITA' DI LABORATORIO,LAB. ANALISI 'SANILAB'SNC,00390490811,"VIA CRISPI, 67",081006,91022,,,0924,45953,0924,45953,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1981,07,,,5,40,20180102
2018,190,209,403700,S03,ATTIVITA' DI LABORATORIO,LAB. ANAL. DR. SCIMEMI ABC SNC,01917950816,"VIA LUCIANO MESSINA, 14",081006,91022,ABC@SCIMEMI.191.IT,,0924,81444,0924,934051,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1976,04,,,6,22,20180102
2018,190,209,403800,S01,ATTIVITA' CLINICA,AMB.ODONT DR VINCI GIUSEPPE SAS,02293390817,"VIA FRA G. PANTALEO, 18",081006,91022,,,0924,902738,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1973,12,,,2,12,20180102
2018,190,209,404000,S01,ATTIVITA' CLINICA,C/TRO MEDICO FKT SOLARIUM Srl,00598950814,"VIALE DELLA PROVINCIA , 93",081008,91016,cmedicosolariumfkt@gmail.it,,0923,567886,0923,568419,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1996,01,,,6,60,20180102
2018,190,209,404200,S01,ATTIVITA' CLINICA,C/TR MED. CARDIOLOGICO MARANZANO S.A.S DEL DR. MARANZANO PIETRO & C.,01914820814,"VIA ALESSANDRO MANZONI, 74 ERICE CASA SANTA",081008,91016,Gmaranzano@tin.it,,0923,535724,0923,535724,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2007,12,,,5,40,20180102
2018,190,209,404300,S01,ATTIVITA' CLINICA,C/TRO OCULISTICO DR. ROMANO SALVATORE E & S.A.S.,02149290815,"VIA A. MANZONI, 124",081008,91016,,,0923,551884,0923,1982083,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2011,05,,,5,40,20180102
2018,190,209,404500,S03,ATTIVITA' DI LABORATORIO,AMB. PATOLOGIA CLINICA SRL,00586270811,"VIA SAN GIOVANNI BOSCO, 70",081011,91025,,,0923,951913,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1988,06,,,5,43,20180102
2018,190,209,404700,S01,ATTIVITA' CLINICA,AMBULATORIO CARDIOLOGICO DOTT. ARINI MARIO E C. SAS,02477860817,"CORSO GRAMSCI, 162",081011,91025,marioarini@gmail.it,,0923,952917,0923,952917,AMBULATORIO E LABORATORIO,,,,12,2,1,S,1988,06,,,6,30,20180102
2018,190,209,404800,S01,ATTIVITA' CLINICA,RIABILITY GROUP DR. CALVARUSO SRL,06365390829,VIA DANTE ALIGHERI 133,081011,91025,riabilitygroup@gmail.it,,0923,956311,0923,716263,AMBULATORIO E LABORATORIO,,,,12,2,2,N,2002,06,,,5,45,20180102
2018,190,209,404900,S01,ATTIVITA' CLINICA,C/TRO MED.SPEC. CAMMARATA SRL,01936240819,"VIA S. GIOVANNI BOSCO, 48",081011,91025,centromedicospe2004@libero.it,,0923,718222,0923,718222,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2001,01,,,5,29,20180102
2018,190,209,405000,S03,ATTIVITA' DI LABORATORIO,LAC DR. DI BARTOLO DANTE SRL,01958120816,"VIA PASCASINO, 63",081011,91025,,,0923,712539,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2001,04,,,6,47,20180102
2018,190,209,405200,S01,ATTIVITA' CLINICA,C/TRO SERENA FKT GALANTI SERGIO srl,02093590814,VIA SCIPIONE L'AFRICANO 19,081011,91025,centromedicoserena@virgilio.it,,0923,714262,0923,714262,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1988,06,,,5,40,20180102
2018,190,209,405400,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMB. RADIODIAGN. GRASSELLINO srl,00584950810,"VIA XIX LUGLIO, 27",081011,91025,,,0923,951081,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1988,06,,,5,40,20180102
2018,190,209,405600,S03,ATTIVITA' DI LABORATORIO,LAB. ANAL. CLINICHE MONTALTO DI TOMO A.,01974039817,"PIAZZA DEL POPOLO,32",081011,91025,,,0923,956155,,,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2002,05,,,6,39,20180102
2018,190,209,405800,S01,ATTIVITA' CLINICA,DOTT RUGGERI PIETRO,00347690810,VIA SALINISTI,081011,91025,ruggeridoc@libero.it,,0923,953635,0923,713413,AMBULATORIO E LABORATORIO,,,,12,2,1,N,1988,06,,,5,24,20180102
2018,190,209,406400,S03,ATTIVITA' DI LABORATORIO,LAB ANALISI MEGA SRL di LICARI VINCENZO E C,01117030815,"VIA NAZIONALE C/DA STRASATTI, 424",081011,91025,,,0923,961207,0923,961207,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1988,06,,,5,45,20180102
2018,190,209,406800,S03,ATTIVITA' DI LABORATORIO,BIOMEDICAL SAS,00608770814,"VIA DANTE FIORENTINO, 41",081012,91026,,,0923,931233,0923,931233,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2007,11,,,6,38,20180102
2018,190,209,407100,S03,ATTIVITA' DI LABORATORIO,DI LIBERTI ANTONIETTA,01204230815,VIA A. GRAMSCI 18,081012,91026,,,0923,932280,,,AMBULATORIO E LABORATORIO,,,,12,2,1,S,1996,01,,,5,32,20180102
2018,190,209,407400,S01,ATTIVITA' CLINICA,C/TRO SANVITO di ZERILLO FRANCESCA E C SAS,00611450818,C/DA S MARIA DI GESù VIA DEI CICLOPI,081012,91026,INFO@CENTROSANVITO.IT,,0923,940977,,,AMBULATORIO E LABORATORIO,,,,12,2,2,N,1996,01,,,5,35,20180102
2018,190,209,407500,S01,ATTIVITA' CLINICA,DR. GRAFFEO IANNONE GIANLUIGI,01275280814,"VIA FURIA TRANQUILLINA, 3",081012,91026,GIANLUIGI.GRAFFEO@LIBEROADSL,,0923,933542,,,AMBULATORIO E LABORATORIO,,,,12,2,1,N,1996,01,,,3,10,20180102
2018,190,209,407600,S01,ATTIVITA' CLINICA,AMB MED OCULISTICO DR. LA GRUTTA FRANCESCO SAS,02178950818,"VIA G HOPPS, 7",081012,91026,FIGOCULIST@TISCALINET.IT,,0923,943511,0923,943511,AMBULATORIO E LABORATORIO,,,,12,2,2,S,1996,01,,,5,17,20180102
2018,190,209,407700,S03,ATTIVITA' DI LABORATORIO,LAVORATORI AUTONOMI ANALISI CLINICHE ASSOCIATI SNC,00601780810,VIA G. G. ADRIA 44,081012,91026,R.PASSANANTE@VIRGILIO.IT,,0923,940899,0923,940899,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2011,03,,,5,29,20180102
2018,190,209,408000,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,LO RE VINCENZO SRL DIAGN PER IMMAGINI,02024270817,VIA A. TOSCANINI 47,081012,91026,ANTONIOPALMA@HOTMAIL.COM,,0923,940760,0923,906309,AMBULATORIO E LABORATORIO,,,,12,2,2,S,2007,11,,,5,37,20180102
2018,190,209,408100,S01,ATTIVITA' CLINICA,DR. MARINO MARIA ROSA,01229570815,VIA S MARIA DELLE GIUMMARE,081012,91026,vincenzolicari@virgilio.it,,0923,943582,0923,943582,AMBULATORIO E LABORATORIO,,,,12,2,1,S,1996,01,,,3,12,20180102
2018,190,209,408200,S02,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,RADIUS MEDICAL CENTER S.R.L.,02583850819,"VIA TONIOLO, 13",081012,91026,radiusmedicalcenter@gmail.com,,0923,941067,0923,941067,AMBULATORIO E LABORATORIO,,,,12,2,1,S,2017,04,,,5,35,20180102
2018,190,209,408400,S01,ATTIVITA' CLINICA,DR. STUPPIA SALVATORE,01305320812,VIA VITTORIO VENETO 250/A,081012,91026,,,0923,908100,,,AMBULATORIO E LABORATORIO,,,,12,2,1,N,1996,01,,,3,6,20180102
